,X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount,dayofweek,hour,coords
2298,,,2299,231500322,2023/01/13 10:11:00+00,1000 LODI ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.057648', '-76.142648')"
2299,,,2300,231500320,2023/01/13 10:03:00+00,700 LAUREL ST E,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Fourth Notice,60,Friday,10,"('43.059092', '-76.145208')"
2300,,,2301,231500323,2023/01/13 10:14:00+00,100 DOUGLAS ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Fourth Notice,60,Friday,10,"('43.058232', '-76.143702')"
2301,,,2302,231500324,2023/01/13 10:17:00+00,100 HIGHLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Approved,0,Friday,10,"('43.0706585', '-76.0789427')"
2302,,,2303,231500326,2023/01/13 10:24:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.0541216', '-76.1421976')"
2303,,,2304,231500327,2023/01/13 10:24:00+00,100 WAYNE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Friday,10,"('43.0541216', '-76.1421976')"
2304,,,2305,231500328,2023/01/13 10:29:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,10,"('43.052202', '-76.147976')"
2305,,,2306,231500329,2023/01/13 10:32:00+00,100 BURNET AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Friday,10,"('43.052202', '-76.147976')"
2306,-8476268.28203473,5320122.4495859,2307,231500325,2023/01/13 10:21:00+00,300 MCBRIDE ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.0535149', '-76.143612')"
2307,-8476068.9087905,5320047.04009615,2308,231500330,2023/01/13 10:37:00+00,300 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.0531038', '-76.14183470389781')"
2308,-8475465.77973911,5320451.51623424,2309,231500331,2023/01/13 10:39:00+00,100 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.053566', '-76.141259')"
2309,,,2310,231500335,2023/01/13 11:11:00+00,400 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,25,Friday,11,"('43.057007', '-76.150178')"
2310,,,2311,231500334,2023/01/13 11:02:00+00,200 UNION AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Friday,11,"('43.056193', '-76.147871')"
2311,,,2312,231500333,2023/01/13 10:59:00+00,200 PROSPECT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied,25,Friday,10,"('43.054776', '-76.148399')"
2312,-8476876.92134372,5320206.08621212,2313,231500332,2023/01/13 10:56:00+00,300 HICKORY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Friday,10,"('43.05402', '-76.149462')"
2313,,,2314,231500338,2023/01/13 11:15:00+00,200 ASH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.059282', '-76.151955')"
2314,,,2315,231500336,2023/01/13 11:12:00+00,400 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Friday,11,"('43.057007', '-76.150178')"
2315,,,2316,231500340,2023/01/13 11:18:00+00,300 ASH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.059816', '-76.150722')"
2316,,,2317,231500341,2023/01/13 11:19:00+00,300 ASH ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Friday,11,"('43.059816', '-76.150722')"
2317,,,2318,231500339,2023/01/13 11:17:00+00,900 TOWNSEND ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.042628', '-76.145823')"
2318,,,2319,231500342,2023/01/13 11:20:00+00,300 ASH ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Friday,11,"('43.059816', '-76.150722')"
2319,-8477199.52524623,5318437.53592686,2320,231500337,2023/01/13 11:14:00+00,600 SALINA ST N,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,25,Friday,11,"('43.093483899999995', '-76.1562675')"
2320,,,2321,231500344,2023/01/13 11:30:00+00,400 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Friday,11,"('43.057007', '-76.150178')"
2321,,,2322,231500343,2023/01/13 11:22:00+00,800 TOWNSEND ST N,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Friday,11,"('43.044154', '-76.145345')"
2322,,,2323,231500345,2023/01/13 11:32:00+00,400 PROSPECT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Friday,11,"('43.057007', '-76.150178')"
2323,,,2324,231500346,2023/01/13 11:34:00+00,400 PROSPECT AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60,Friday,11,"('43.057007', '-76.150178')"
2324,,,2325,231500347,2023/01/13 11:35:00+00,400 PROSPECT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Fourth Notice,25,Friday,11,"('43.057007', '-76.150178')"
2325,,,2326,231500348,2023/01/13 11:35:00+00,400 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Friday,11,"('43.057007', '-76.150178')"
2326,,,2327,231500349,2023/01/14 17:37:00+00,800 LIVINGSTON AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Saturday,17,"('43.036276', '-76.127018')"
2327,-8474021.07545049,5318869.36034884,2328,23500331,2023/01/13 09:29:00+00,1400 MADISON ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,25,Friday,09,"('43.0452954', '-76.1234021')"
2328,-8474021.07545049,5318869.36034884,2329,23500332,2023/01/13 09:29:00+00,1400 MADISON ST,MISC,Fourth Notice,25,Friday,09,"('43.0452954', '-76.1234021')"
2329,,,2330,230700242,2023/01/14 17:38:00+00,800 LIVINGSTON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Saturday,17,"('43.036276', '-76.127018')"
2330,,,2331,230700241,2023/01/14 17:38:00+00,800 LIVINGSTON AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Saturday,17,"('43.036276', '-76.127018')"
2331,,,2332,231500351,2023/01/14 17:44:00+00,700 LIVINGSTON AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Saturday,17,"('43.037905', '-76.127188')"
2332,,,2333,231500350,2023/01/14 17:42:00+00,700 LIVINGSTON AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Saturday,17,"('43.037905', '-76.127188')"
2333,,,2334,230700243,2023/01/14 17:42:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,17,"('43.037905', '-76.127188')"
2334,,,2335,231500352,2023/01/14 17:53:00+00,1100 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,17,"('43.045212', '-76.130468')"
2335,,,2336,230700244,2023/01/14 17:45:00+00,700 LIVINGSTON AVE,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,25,Saturday,17,"('43.037905', '-76.127188')"
2336,,,2337,230700245,2023/01/14 17:53:00+00,1100 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,17,"('43.045212', '-76.130468')"
2337,,,2338,231500353,2023/01/14 17:56:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,17,"('43.045219', '-76.131977')"
2338,,,2339,230700246,2023/01/14 17:57:00+00,1000 MADISON ST,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,25,Saturday,17,"('43.045219', '-76.131977')"
2339,,,2340,230700247,2023/01/14 17:57:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Saturday,17,"('43.045219', '-76.131977')"
2340,,,2341,231500354,2023/01/14 17:57:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Saturday,17,"('43.045219', '-76.131977')"
2341,,,2342,230700248,2023/01/14 17:58:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Saturday,17,"('43.045219', '-76.131977')"
2342,,,2343,231500355,2023/01/14 17:58:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Saturday,17,"('43.045219', '-76.131977')"
2343,-8474845.1179769,5318847.42590362,2344,230700250,2023/01/14 18:31:00+00,200 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.0451487', '-76.130829')"
2344,-8474828.08609832,5318377.21919407,2345,230700249,2023/01/14 18:26:00+00,400 COMSTOCK AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Saturday,18,"('43.042016950000004', '-76.13071828303654')"
2345,,,2346,231500357,2023/01/14 18:36:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045219', '-76.131977')"
2346,,,2347,230700251,2023/01/14 18:36:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045219', '-76.131977')"
2347,-8474845.1179769,5318847.42590362,2348,231500356,2023/01/14 18:31:00+00,200 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.0451487', '-76.130829')"
2348,,,2349,230700252,2023/01/14 18:38:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Saturday,18,"('43.045219', '-76.131977')"
2349,,,2350,230700253,2023/01/14 18:42:00+00,1100 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045212', '-76.130468')"
2350,,,2351,231500358,2023/01/14 18:37:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045219', '-76.131977')"
2351,,,2352,231500359,2023/01/14 18:46:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045248', '-76.134196')"
2352,,,2353,231500360,2023/01/14 18:47:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045248', '-76.134196')"
2353,,,2354,230700254,2023/01/14 18:46:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045248', '-76.134196')"
2354,,,2355,230700256,2023/01/14 18:48:00+00,900 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Saturday,18,"('43.045248', '-76.134196')"
2355,,,2356,231500361,2023/01/14 18:48:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Saturday,18,"('43.045248', '-76.134196')"
2356,,,2357,230700255,2023/01/14 18:48:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045248', '-76.134196')"
2357,,,2358,231500362,2023/01/14 18:49:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Saturday,18,"('43.045248', '-76.134196')"
2358,,,2359,230700257,2023/01/14 18:49:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045248', '-76.134196')"
2359,,,2360,231500363,2023/01/14 18:52:00+00,800 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Saturday,18,"('43.045278', '-76.136414')"
2360,,,2361,230700259,2023/01/14 18:54:00+00,800 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Saturday,18,"('43.045278', '-76.136414')"
2361,,,2362,230700258,2023/01/14 18:52:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Saturday,18,"('43.045248', '-76.134196')"
2362,,,2363,231500364,2023/01/14 18:53:00+00,800 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,18,"('43.045278', '-76.136414')"
2363,,,2364,231500367,2023/01/14 19:05:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,19,"('43.045179', '-76.132259')"
2364,-8475016.43867773,5319059.91775109,2365,230700260,2023/01/14 19:01:00+00,500 WALNUT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Saturday,19,"('43.0465308', '-76.1323599')"
2365,-8475016.43867773,5319059.91775109,2366,231500365,2023/01/14 19:00:00+00,500 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,19,"('43.0465308', '-76.1323599')"
2366,,,2367,231500366,2023/01/14 19:05:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,19,"('43.045179', '-76.132259')"
2367,,,2368,231500368,2023/01/14 19:06:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,19,"('43.045179', '-76.132259')"
2368,,,2369,231500369,2023/01/14 19:07:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,19,"('43.045179', '-76.132259')"
2369,,,2370,230700263,2023/01/14 19:09:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Saturday,19,"('43.045179', '-76.132259')"
2370,,,2371,230700261,2023/01/14 19:07:00+00,600 WALNUT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Saturday,19,"('43.045179', '-76.132259')"
2371,,,2372,230700262,2023/01/14 19:07:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Saturday,19,"('43.045179', '-76.132259')"
2372,,,2373,231500370,2023/01/17 09:13:00+00,300 HARRISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Tuesday,09,"('43.044194', '-76.148672')"
2373,,,2374,377120D,2023/01/13 19:37:00+00,300 WOODLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,19,"('43.02961', '-76.142205')"
2374,,,2375,230700264,2023/01/17 09:16:00+00,200 STRATFORD ST,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,09,"('43.033962', '-76.127796')"
2375,,,2376,231500372,2023/01/17 09:16:00+00,700 STATE ST S,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,Tuesday,09,"(0, 0)"
2376,,,2377,231500371,2023/01/17 09:15:00+00,700 STATE ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Tuesday,09,"(0, 0)"
2377,,,2378,231500373,2023/01/17 09:19:00+00,600 STATE ST S,NO PARKING ANY TIME CO15-316 (A)14,Void Approved,0,Tuesday,09,"('43.0415743', '-76.1723785')"
2378,,,2379,231500374,2023/01/17 09:19:00+00,600 STATE ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Tuesday,09,"('43.0415743', '-76.1723785')"
2379,,,2380,231500375,2023/01/17 09:21:00+00,600 STATE ST S,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Fourth Notice,100,Tuesday,09,"('43.0415743', '-76.1723785')"
2380,,,2381,230700266,2023/01/17 09:25:00+00,800 LIVINGSTON AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,09,"('43.036276', '-76.127018')"
2381,,,2382,230700265,2023/01/17 09:20:00+00,500 STRATFORD ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,09,"('43.034153', '-76.124')"
2382,,,2383,380567D,2023/01/13 22:40:00+00, CENTENNIAL DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,22,"('43.027226', '-76.161')"
2383,,,2384,23500361,2023/01/17 09:20:00+00,1400 SALT SPRINGS RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,09,"('43.047364', '-76.08885')"
2384,,,2385,23500364,2023/01/17 09:32:00+00,600 BETTIEDTREET,PRKD ON GRASS/GROUND/ALL CO15-316(A),Fourth Notice,25,Tuesday,09,"(0, 0)"
2385,,,2386,23500363,2023/01/17 09:32:00+00,600 BETTIEDTREET,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Tuesday,09,"(0, 0)"
2386,,,2387,23500362,2023/01/17 09:28:00+00,100 DIDAMA ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,09,"('43.046506', '-76.10787')"
2387,,,2388,23500365,2023/01/17 09:36:00+00,100 NIVEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Approved,0,Tuesday,09,"('43.047429', '-76.107953')"
2388,,,2389,23500366,2023/01/17 09:36:00+00,100 NIVEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,09,"('43.047429', '-76.107953')"
2389,,,2390,230700267,2023/01/17 09:32:00+00,200 GREENWOOD PL,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,09,"('43.04217164705882', '-76.12369676470588')"
2390,,,2391,230700268,2023/01/17 09:38:00+00,100 REDFIELD PL,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25,Tuesday,09,"('43.037424', '-76.123079')"
2391,,,2392,23500367,2023/01/17 09:38:00+00,100 CANDEE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,ADMINISTRATIVE REVIEW,60,Tuesday,09,"('43.048391', '-76.105114')"
2392,-8472352.45186265,5322755.30725929,2393,231300277,2023/01/13 09:50:00+00,200 ASHDALE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,09,"('43.0707957', '-76.108437')"
2393,-8472847.37831578,5322357.58840577,2394,231300279,2023/01/13 09:56:00+00,100 STAFFORD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,09,"('43.0681832', '-76.1128828')"
2394,-8472847.37831578,5322357.58840577,2395,231300278,2023/01/13 09:54:00+00,100 STAFFORD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,09,"('43.0681832', '-76.1128828')"
2395,-8478661.26137678,5316781.70843512,2396,231500376,2023/01/17 09:38:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Tuesday,09,"('43.047056', '-76.148524')"
2396,-8473442.99334739,5322782.73674146,2397,231300282,2023/01/13 10:04:00+00,100 VILLAGE DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,10,"('43.0709753', '-76.1182319')"
2397,-8473390.39483892,5322934.97187433,2398,231300280,2023/01/13 10:01:00+00,200 VILLAGE DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.1259273', '-76.1270141')"
2398,-8473442.99334739,5322782.73674146,2399,231300281,2023/01/13 10:03:00+00,100 VILLAGE DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.0709753', '-76.1182319')"
2399,,,2400,231300283,2023/01/13 10:09:00+00,100 FORDHAM RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.071434', '-76.123253')"
2400,,,2401,231300285,2023/01/13 10:09:00+00,100 FORDHAM RD,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Friday,10,"('43.071434', '-76.123253')"
2401,,,2402,231300284,2023/01/13 10:09:00+00,100 FORDHAM RD,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,25,Friday,10,"('43.071434', '-76.123253')"
2402,,,2403,231300287,2023/01/13 10:23:00+00,100 SWEETING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.070452', '-76.141773')"
2403,,,2404,231300288,2023/01/13 10:25:00+00,100 SWEETING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.070452', '-76.141773')"
2404,-8474718.88169866,5322878.74067899,2405,231300286,2023/01/13 10:17:00+00,500 WENDELL TERR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.0716083', '-76.1296946')"
2405,,,2406,231300290,2023/01/13 10:33:00+00,100 MALVERNE DR,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,25,Friday,10,"('43.078149', '-76.141437')"
2406,,,2407,231300289,2023/01/13 10:26:00+00,100 SWEETING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.070452', '-76.141773')"
2407,,,2408,231300291,2023/01/13 10:40:00+00,1200 SPRING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,10,"('43.070927', '-76.156516')"
2408,,,2409,231300295,2023/01/13 10:47:00+00,400 TURTLE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,10,"('43.069198', '-76.159531')"
2409,,,2410,231300292,2023/01/13 10:40:00+00,1200 SPRING ST,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,25,Friday,10,"('43.070927', '-76.156516')"
2410,,,2411,231300296,2023/01/13 10:48:00+00,400 TURTLE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.069198', '-76.159531')"
2411,,,2412,231300297,2023/01/13 10:51:00+00,1200 SPRING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.070927', '-76.156516')"
2412,-8477781.61482958,5323072.12293546,2413,231300294,2023/01/13 10:43:00+00,1300 FIRST NORTH ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Friday,10,"(0, 0)"
2413,-8477781.61482958,5323072.12293546,2414,231300293,2023/01/13 10:43:00+00,1300 FIRST NORTH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,10,"(0, 0)"
2414,-8477881.802291,5322885.59804664,2415,231300298,2023/01/13 10:53:00+00,1300 SPRING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.0716711', '-76.1580822')"
2415,,,2416,231300299,2023/01/13 10:56:00+00,700 BEAR ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,10,"('43.0734056', '-76.1583062')"
2416,,,2417,231300300,2023/01/13 10:56:00+00,700 BEAR ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Friday,10,"('43.0734056', '-76.1583062')"
2417,,,2418,231300301,2023/01/13 10:58:00+00,700 BEAR ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,10,"('43.0734056', '-76.1583062')"
2418,,,2419,231300305,2023/01/13 11:07:00+00,1600 PARK ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Friday,11,"('43.0693801', '-76.1598266')"
2419,-8476584.87457159,5321935.20215067,2420,231300303,2023/01/13 11:02:00+00,300 CARBON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.0654565', '-76.1464359')"
2420,-8476584.87457159,5321935.20215067,2421,231300302,2023/01/13 11:01:00+00,300 CARBON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.0654565', '-76.1464359')"
2421,-8476584.87457159,5321935.20215067,2422,231300304,2023/01/13 11:03:00+00,300 CARBON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.0654565', '-76.1464359')"
2422,,,2423,231300306,2023/01/13 11:07:00+00,1600 PARK ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Friday,11,"('43.0693801', '-76.1598266')"
2423,,,2424,231300307,2023/01/13 11:07:00+00,1600 PARK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,11,"('43.0693801', '-76.1598266')"
2424,,,2425,231300308,2023/01/13 11:08:00+00,1600 PARK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.0693801', '-76.1598266')"
2425,-8478805.53141154,5319749.52146844,2426,231300310,2023/01/13 11:17:00+00,400 WILKINSON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Friday,11,"('43.0510821', '-76.1664182')"
2426,-8478805.53141154,5319749.52146844,2427,231300309,2023/01/13 11:17:00+00,400 WILKINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.0510821', '-76.1664182')"
2427,-8478805.53141154,5319749.52146844,2428,231300312,2023/01/13 11:20:00+00,400 WILKINSON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Friday,11,"('43.0510821', '-76.1664182')"
2428,-8478805.53141154,5319749.52146844,2429,231300311,2023/01/13 11:20:00+00,400 WILKINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,11,"('43.0510821', '-76.1664182')"
2429,-8478805.53141154,5319749.52146844,2430,231300313,2023/01/13 11:20:00+00,400 WILKINSON ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,25,Friday,11,"('43.0510821', '-76.1664182')"
2430,-8478805.53141154,5319749.52146844,2431,231300314,2023/01/13 11:22:00+00,400 WILKINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Friday,11,"('43.0510821', '-76.1664182')"
2431,,,2432,23500368,2023/01/17 09:39:00+00,100 CANDEE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Denied,60,Tuesday,09,"('43.048391', '-76.105114')"
2432,,,2433,231300315,2023/01/13 11:24:00+00,500 WILKINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Friday,11,"('43.05111', '-76.170826')"
2433,,,2434,231300316,2023/01/13 11:25:00+00,500 WILKINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.05111', '-76.170826')"
